############################################################################
#  Version 1.10.  Original release, Dec 18, 2011
#  Version 1.11.  Several MSSQL05 hashes were being called with forced mssql
#                 Added dynamic 30,31,32,33,34, and several 'NT-raw' formats
#                 for dynamic_33 AND NT/NTv2
#  Version 1.12.  Added many 'inc' types.  Added ssh, added opencl and cuda
#                 Added GOST
#                 force required for PO, since GOST 'stole' a non force of PO
#  Version 1.18   Many formats added by other authors, (but not listed).
#                 Added (-show###) syntax for crack counts for some formats.
#  Version 1.19   Removed FULL from md5crypt, BSDI, MSCash2, sha512crypt.
#  Version 1.20   Added mozilla, odf (2 flavors)
#  Version 1.21   Added rar. Krb5-18
############################################################################
#
# core formats: des/bsdi/md5/bf/afs/lm/trip/dummy, no tests (yet) for afs, trip, dummy.  Need more for LM.
# CSV format file for JtRTestSuite input data.  Format is:
#types,required_types,sys_caps,dict_cnt,scr_output,dict,input,-form=string,Y/N_FmtStr_req,addtionalParams,correct_Cracks_num(s),.pot_crack_num(s)
#
# NOTE, full needs to be on element 0, if this is a fast format, and should be on element 0 AND 1 for slow formats.
# this allows ./testall -type slow  to be the same as the older ./tstall full
# NOTE, new method checks crack count from tail end of run, AND checks -show for count. On some formats
#  (LM crc, etc), the -show count will NOT be the same.  For LM, 1500 crack and 3000 show is normal.
#  So for the correct crack num, there is a 'new' format (-show###)  The -show will use the (-show###)
#  optionally, if it does not find a fitting (####) from the crack count.  ONLY put this (-show###)
#  into rules that need it.  Most times, -show maches -crack mode.
(dynamic)(base),(X),(jumbo),10000,dynamic_0,pw,dynamic_0_tst.in,dynamic_0,N,X,(1500)(-show1502),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_0-raw,pw,dynamic_0_raw_tst.in,dynamic_0,Y,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_1,pw,dynamic_1_tst.in,dynamic_1,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_2,pw,dynamic_2_tst.in,dynamic_2,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_2-raw,pw,dynamic_2_raw_tst.in,dynamic_2,Y,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_3,pw,dynamic_3_tst.in,dynamic_3,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_3-raw,pw,dynamic_3_raw_tst.in,dynamic_3,Y,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_4,pw,dynamic_4_tst.in,dynamic_4,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_5,pw,dynamic_5_tst.in,dynamic_5,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_6,pw,dynamic_6_tst.in,dynamic_6,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_6-1salt,pw,dynamic_6_1salt_tst.in,dynamic_6,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo)(field_sep_valid),10000,dynamic_7,pw,dynamic_7_tst.in,dynamic_7,N,'-fie=\x1F',(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_8,pw,dynamic_8_tst.in,dynamic_8,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_9,pw,dynamic_9_tst.in,dynamic_9,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_10,pw,dynamic_10_tst.in,dynamic_10,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_11,pw,dynamic_11_tst.in,dynamic_11,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_12,pw,dynamic_12_tst.in,dynamic_12,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_13,pw,dynamic_13_tst.in,dynamic_13,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_14,pw,dynamic_14_tst.in,dynamic_14,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_15,pw,dynamic_15_tst.in,dynamic_15,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_16,pw,dynamic_16_tst.in,dynamic_16,N,X,(1500),(1500)
(dynamic),(full),(jumbo),150,dynamic_17,pw,dynamic_17_tst.in,dynamic_17,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_18,pw,dynamic_18_tst.in,dynamic_18,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_19,pw,dynamic_19_tst.in,dynamic_19,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_20,pw,dynamic_20_tst.in,dynamic_20,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_21,pw,dynamic_21_tst.in,dynamic_21,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_22,pw,dynamic_22_tst.in,dynamic_22,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_23,pw,dynamic_23_tst.in,dynamic_23,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_24,pw,dynamic_24_tst.in,dynamic_24,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_25,pw,dynamic_25_tst.in,dynamic_25,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_26,pw,dynamic_26_tst.in,dynamic_26,N,X,(1500),(1500)
(dynamic),(full),(jumbo),200,dynamic_27,pw,dynamic_27_tst.in,dynamic_27,N,X,(1500),(1500)
(dynamic),(full),(jumbo),200,dynamic_28,pw,dynamic_28_tst.in,dynamic_28,N,X,(1500),(1500)
#
(dynamic)(base),(X),(jumbo),10000,dynamic_29-raw,pw,rawmd5u_raw_tst.in,dynamic_29,Y,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_29,pw,rawmd5u_tst.in,dynamic_29,Y,X,(1500),(1500)
(dynamic)(utf8)(utf-8)(enc),(X),(jumbo)&(encode_valid),10000,dynamic_29-raw-utf8,pw,rawmd5u_raw_tst.in,dynamic_29,Y,--encoding=utf-8,(1229),(1229)
(dynamic)(utf8)(utf-8)(enc),(X),(jumbo)&(encode_valid),10000,dynamic_29-raw-utf8,pw-utf8,rawmd5u_raw_tst_utf8.in,dynamic_29,Y,--encoding=utf-8,(1500),(1500)
(dynamic)(utf8)(utf-8)(enc),(X),(jumbo)&(encode_valid),10000,dynamic_29-utf8,pw,rawmd5u_tst.in,dynamic_29,Y,--encoding=utf-8,(1229),(1229)
(dynamic)(utf8)(utf-8)(enc),(X),(jumbo)&(encode_valid),10000,dynamic_29-utf8,pw-utf8,rawmd5u_tst_utf8.in,dynamic_29,Y,--encoding=utf-8,(1500),(1500)
(dynamic)(utf8)(utf-8)(enc),(X),(jumbo)&(encode_valid),10000,dynamic_29-sapf-utf8,sapf_utf8,dynamic_29-sapf-utf8.in,dynamic_29,Y,--encoding=utf-8,(1416)(1500),(1416)(1500)
#
(dynamic)(base),(X),(jumbo),10000,dynamic_30,pw,dynamic_30_tst.in,dynamic_30,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_31,pw,dynamic_31_tst.in,dynamic_31,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_32,pw,dynamic_32_tst.in,dynamic_32,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_33,pw,dynamic_33_tst.in,dynamic_33,N,X,(1500),(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_33-NT,pw,NT_raw_tst.in,dynamic_33,Y,X,(1500),(1500)
(dynamic)(utf8)(utf-8)(enc),(X),(jumbo)&(encode_valid),10000,dynamic_33-NT-utf8,pw-utf8,NT_raw_tst_utf8.in,dynamic_33,Y,-enc=utf8,(1500),(1500)
(dynamic)(utf8)(utf-8)(enc),(X),(jumbo)&(encode_valid),10000,dynamic_33-sapf-utf8,sapf_utf8,dynamic_33-sapf-utf8.in,dynamic_33,Y,-enc=utf8,(1416)(1500),(1416)(1500)
(dynamic)(base),(X),(jumbo),10000,dynamic_34,pw,dynamic_34_tst.in,dynamic_34,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_35,pw,dynamic_35_tst.in,dynamic_35,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_36,pw,dynamic_36_tst.in,dynamic_36,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_37,pw,dynamic_37_tst.in,dynamic_37,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_38,pw,dynamic_38_tst.in,dynamic_38,N,X,(1500),(1500)
(dynamic)(base)(md5),(X),(jumbo),10000,dynamic_39,pw,dynamic_39_tst.in,dynamic_39,N,X,(1500),(1500)
(dynamic)(base)(sha1),(X),(jumbo),10000,dynamic_40,pw,dynamic_40_tst.in,dynamic_40,N,X,(1500),(1500)
# SHA224
